# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code_5_model
# start_datetime = 2023-03-23 10:50:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = /root/data_analytics/samples/code_5-20230323105056_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.684881
# Diagonal elements of inverse mass matrix:
# 1.31858
-2.34908,0.989366,0.684881,1,1,0,2.35173,0.18345
-2.35221,0.999889,0.684881,1,1,0,2.4313,0.182889
-2.34382,0.964193,0.684881,3,7,0,2.42842,0.184399
-1.84081,0.99038,0.684881,2,3,0,2.85123,0.313868
-1.27318,0.988289,0.684881,1,3,0,2.1301,0.819581
-1.39891,0.989952,0.684881,2,7,0,1.39896,1.57056
-1.66631,0.913271,0.684881,1,1,0,1.682,2.05174
-1.66631,0.828605,0.684881,1,1,0,2.01768,2.05174
-1.66938,0.998782,0.684881,1,1,0,1.80269,2.05652
-1.25271,0.983402,0.684881,2,3,0,1.83493,0.935567
-1.74633,0.884016,0.684881,1,3,0,2.17511,0.351489
-1.35106,0.968758,0.684881,1,3,0,1.80573,0.649877
-1.96863,0.9525,0.684881,2,3,0,1.98404,2.4853
-1.86129,0.931195,0.684881,2,7,0,2.26364,0.306504
-1.26526,0.970936,0.684881,1,3,0,2.57165,1.16448
-1.48252,0.968867,0.684881,2,7,0,1.49075,0.507237
-2.09822,0.942939,0.684881,3,7,0,2.13749,2.65503
-2.09822,0.938551,0.684881,1,1,0,2.4891,2.65503
